0,1467810369,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
0,1467810672,scotthamilton,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
0,1467810917,mattycus,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
0,1467811184,ElleCTF,my whole body feels itchy and like its on fire 
0,1467811193,Karoli,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
0,1467811372,joy_wolf,@Kwesidei not the whole crew 
0,1467811592,mybirch,Need a hug 
0,1467811594,coZZ,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?"
0,1467811795,2Hood4Hollywood,@Tatiana_K nope they didn't have it 
0,1467812025,mimismo,@twittera que me muera ? 
0,1467812416,erinx3leannexo,spring break in plain city... it's snowing 
0,1467812579,pardonlauren,I just re-pierced my ears 
0,1467812723,TLeC,@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .
0,1467812771,robrobbierobert,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore "
0,1467812784,bayofwolves,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown."
0,1467812799,HairByJess,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!
0,1467812964,lovesongwriter,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?
0,1467813137,armotley,about to file taxes 
0,1467813579,starkissed,@LettyA ahh ive always wanted to see rent  love the soundtrack!!
0,1467813782,gi_gi_bee,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? 
0,1467813985,quanvu,@alydesigns i was out most of the day so didn't get much done 
0,1467813992,swinspeedx,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* "
0,1467814119,cooliodoc,@angry_barista I baked you a cake but I ated it 
0,1467814180,viJILLante,this week is not going as i had hoped 
0,1467814192,Ljelli3166,blagh class at 8 tomorrow 
0,1467814438,ChicagoCubbie,I hate when I have to call and wake people up 
0,1467814783,KatieAngell,Just going to cry myself to sleep after watching Marley and Me.  
0,1467814883,gagoo,im sad now  Miss.Lilly
0,1467815199,abel209,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again 
0,1467815753,BaptisteTheFool,Meh... Almost Lover is the exception... this track gets me depressed every time. 
0,1467815923,fatkat309,some1 hacked my account on aim  now i have to make a new one
0,1467815924,EmCDL,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though
0,1467815988,merisssa,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 
0,1467816149,Pbearfox,@julieebaby awe i love you too!!!! 1 am here  i miss you
0,1467816665,jsoo,@HumpNinja I cry my asian eyes to sleep at night 
0,1467816749,scarletletterm,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now 
0,1467817225,crosland_12,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...
0,1467817374,ajaxpro,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge
0,1467817502,Tmttq86,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. 
0,1467818007,Anthony_Nguyen,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend 
0,1467818020,itsanimesh,really don't feel like getting up today... but got to study to for tomorrows practical exam... 
0,1467818481,lionslamb,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 
0,1467818603,kennypham,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!"
0,1467818900,DdubsShellBell,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it 
0,1467819022,hpfangirl94,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.
0,1467819650,antzpantz,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... 
0,1467819712,labrt2004,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?"
0,1467819812,IrisJumbe,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it 
0,1467820206,peacoats,is strangely sad about LiLo and SamRo breaking up. 
0,1467820835,cyantist,@tea oh! i'm so sorry  i didn't think about that before retweeting.
0,1467820863,tautao,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are 
0,1467820906,voyage2k,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. "
0,1467821085,crzy_cdn_bulas,our duck and chicken are taking wayyy too long to hatch 
0,1467821338,justnetgirl,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. "
0,1467821455,CiaraRenee,I need a hug 
0,1467821715,deelau,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! "
0,1467822384,Lindsey0920,@oanhLove I hate when that happens... 
0,1467822389,HybridMink,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm"
0,1467822519,gzacher,Ugh....92 degrees tomorrow 
0,1467822522,Jenn_L,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.
0,1467822687,xVivaLaJuicyx,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?"
0,1467822918,krbleyle,just leaving the parking lot of work! 
0,1467823437,xpika,The Life is cool. But not for Me. 
0,1467823770,Henkuyinepu,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. "
0,1467823851,ericg622,I had such a nice day. Too bad the rain comes in tomorrow at 5am 
0,1467824199,adri_mane,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks 
0,1467824664,a_mariepyt,Damm back to school tomorrow 
0,1467824967,playboybacon,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?"
0,1467825003,leslierosales,@katortiz  Not forever... See you soon!
0,1467825084,PresidentSnow,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. "
0,1467825411,michrod,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!
0,1467825642,timmelko,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!
0,1467825863,BrookeAmanda,i really hate how people diss my bands!  Trace is clearly NOT ugly!
0,1467825883,deelau,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls."
0,1467826052,paulseverio,Why won't you show my location?!   http://twitpic.com/2y2es
0,1467833672,iv3tte,No picnic  my phone smells like citrus.
0,1467833690,fedunska,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. "
0,1467833736,MagicalMason,No new csi tonight.  FML
